steam_id,comp_main,comp_plus,comp_100
405310,30371,68597,132180
10150,39712,59386,116229
55110,28859,37531,71279
460810,21890,29234,63420
208200,34617,57840,136514
235540,30203,96855,525604
1755300,0,55380,55380
22000,21619,28662,50207
10090,25281,39817,91720
245280,32298,38161,72849
593280,20270,28778,38415
2067050,19588,24683,29715
361420,91082,183906,249312
1373960,14716,16307,17979
1449110,65128,154125,226460
363440,59822,73891,136882
992,48477,57904,142152
519860,27157,34831,60665
589360,139407,203910,335831
412830,94475,127288,147871
365590,87232,172075,309875
6000,31473,35747,36691
1984270,157038,216436,267644
870780,42063,69179,104222
115300,22066,35946,140051
4580,54941,112790,184590
3014320,209180,353942,389509
26800,18247,21423,28004
2525380,95565,170482,275400
1089980,7771,16576,25668
408410,41814,60039,102594
464060,19519,26729,55724
1105510,129591,230467,548766
1425350,12430,14133,14943
1238040,102720,146028,192983
865360,23461,26622,32238
1087760,16933,20068,23410
647830,45997,93766,214982
814370,109050,132685,172268
646910,77035,165026,285025
337340,18330,20162,20217
1123770,75189,139241,300340
389730,12942,32389,68164
224960,56060,64461,71879
8140,35520,43894,67232
60,135578,169944,640649
20500,47865,74621,154992
200900,22720,31028,40182
232430,7178,9092,11197
1643320,131952,252091,474223
9310,38652,46798,64046
38420,92042,163429,177213
247430,34640,43425,57956
256290,40339,48444,55615
40,4349,28800,43200
851850,109671,151613,202430
3910,82264,152046,443922
234080,67743,89914,165557
32360,23934,26287,27190
13600,31218,34923,37170
2320,25602,34639,57291
1658280,168004,240139,358687
1042490,20331,22401,26537
240720,22662,27534,107855
207140,7737,40507,56588
312670,29360,41577,108012
1371980,47832,106713,216680
371140,34989,43252,65994
597180,83020,168534,309705
2060130,35803,42183,60714
567640,141723,187652,350971
204120,39782,57664,88904
1701520,89771,124001,152735
813630,46739,60298,84427
1230530,39649,68242,102415
948740,82747,98174,107811
324800,27514,57277,90395
648350,91381,150027,253232
561770,8602,11664,14561
235210,19826,28784,51563
3949040,32959,36424,43197
20540,16169,20760,87221
2600,82263,103180,140455
2608270,57961,60379,86832
910830,58790,125934,211928
392110,69337,172342,553218
368340,128544,196931,284494
2134770,32733,53208,114439
11450,61287,74046,97821
425580,11263,11319,11364
1486630,26396,31679,63766
845070,5837,7124,7759
1927720,5234,8506,9808
214770,22181,31681,51967
1649080,97875,178421,239509
501590,26954,33116,65330
1672810,48896,81345,99455
1590760,22909,56238,163254
2701660,119750,157995,227167
390290,7257,8584,9678
1233570,30273,48400,115085
1671210,61173,86602,156385
641990,60797,115460,211693
738540,164621,249467,512745
1041720,84379,193077,373909
15620,54485,78771,175507
2369390,88891,149899,231534
1029690,39435,73540,148111
47790,18048,22324,33319
1061910,15599,22520,26855
527230,41877,123685,277774
352400,37690,63579,107426
210770,43518,117892,207920
844260,24513,34731,58443
1824220,51412,155738,254098
622650,16486,25312,42745
846870,46782,57608,78398
438640,33101,68573,111318
20570,36966,48369,62029
4570,43398,52738,63511
702670,7120,7620,9308
2221920,91501,148411,223434
2357570,140230,443291,3183534
406970,10844,12058,16000
440900,143838,417964,503072
13560,44733,54070,57635
300550,74467,106305,149344
372360,168007,225219,687585
356650,51887,71932,152734
1186640,16580,20323,23288
2218750,41049,99786,236334
1497440,18000,19093,19644
742420,45345,96985,188401
616560,3801,52670,68400
544330,19007,30062,44421
345350,118904,170029,238815
858710,17337,22158,48663
1227690,10926,22525,77482
2231380,84092,195746,359076
1025440,108468,151585,211494
757310,26604,50980,74821
1967430,43376,45578,47339
351970,150710,207641,489897
1282690,23887,29815,44963
405640,8641,10559,16850
1454970,34818,39080,77304
1846170,4400,5877,6232
1435790,27446,41219,53718
1496590,27117,49729,81838
251150,145266,185095,239453
41070,36206,52815,103733
1210320,63651,76358,109024
12810,59300,73404,96664
13520,46225,58100,69849
1432050,58541,74460,104897
2272400,33833,50315,67299
758330,129317,152573,173443
973760,100272,132005,152571
601840,41846,95070,189162
258520,13551,15167,15570
813780,154164,485771,789794
9200,40072,55777,85366
211400,14588,18995,28022
214560,30250,44638,75453
2058180,99299,166367,356565
939960,40576,65544,104049
1167450,54657,80252,189130
292910,94672,119692,126790
368370,8669,11972,14938
115320,36308,50303,70291
265550,50170,79063,160329
239350,72381,157567,349122
1456200,7200,10800,17850
2893570,118829,179972,227852
1466060,103445,192287,228659
1845910,101983,223788,282721
32380,32140,37421,43426
300,29900,36000,55427
2552430,399439,558213,1091582
315210,42900,66828,159436
1085220,14661,16026,22102
1885110,41106,52273,67208
1651560,47261,50740,95517
225300,56542,72754,77703
206190,10943,15342,23361
3900,47302,155966,480593
1658150,119196,184652,214111
1549970,31104,56772,237295
793460,36621,65020,101068
534550,31585,40960,56296
394310,38053,48938,84457
244850,68528,266820,1377077
360830,55386,73569,88924
314660,26770,34583,42872
2513280,23070,39771,103848
1294420,17152,26895,49399
39210,355235,1157445,12028886
1361510,10436,14664,71160
1225570,18371,26284,51714
1161580,96926,123509,140035
963000,2685,2807,2814
803330,27385,37804,52363
522210,17529,24052,32800
611500,43422,144000,0
318600,31169,49032,179674
9450,48341,85821,180588
2840770,84253,151987,298930
1203620,174214,247449,279028
9070,14590,18177,20820
319910,17776,21847,25243
45760,9115,65015,483787
1222730,32734,42715,149832
2101960,52834,67668,101581
201790,29153,71862,148555
2747770,6976,7048,7574
858820,57348,110677,206165
673880,68538,108748,169598
860950,28386,37006,64991
19980,41159,51035,62861
214340,29216,34774,37449
2076140,56008,64680,78518
2238040,12045,15643,23870
3040220,24787,30300,0
1492070,30394,53802,131305
220780,12696,13857,15001
1364780,62821,122102,253756
837880,28490,56237,75574
1501610,69252,92413,100033
745920,202083,282204,691805
1558990,64800,0,222840
2668510,80561,111665,220038
530320,33966,40143,42413
24240,35979,115799,175640
386940,18157,46517,91799
220700,73500,145620,406720
1931730,13390,15956,21347
1962660,29178,41271,99034
2457220,71988,170184,245798
1455840,18636,67628,218143
704450,154759,254003,410059
597820,46173,87586,153228
405820,26791,30312,37146
462770,40284,52429,75284
1929870,56604,98976,139635
996770,18796,35335,65385
362960,73756,125731,203633
320040,6147,26316,89360
1803400,34864,96323,546000
226620,69432,170579,467065
301910,15921,30234,75859
1937500,83750,210197,432777
209080,21660,164700,0
2556990,38950,43992,47573
2059660,17355,23608,25446
1158850,240553,268912,289390
1392820,1123,1265,1403
718650,87120,127210,152188
2172010,28860,33825,67847
1138660,76669,111217,137209
1176710,67220,78010,92087
1229380,23747,34333,79458
241260,45363,53250,55661
775500,90655,128471,218871
350640,36562,42029,44334
560130,150725,234852,353586
1172620,159555,664266,2609357
231160,18374,19551,21282
1599600,54570,114897,258363
394510,38638,108865,333591
331870,11024,14080,15777
1868170,154106,190091,229238
24960,24826,37214,64650
221260,12122,14979,17306
774171,24607,53737,85490
447530,39867,48951,64668
2020710,80430,86400,100620
45770,46840,70239,141412
727850,17343,22617,53928
848350,16394,19885,85906
349040,32439,71182,140648
389140,36785,55231,117721
609320,11001,12157,22463
1035510,6600,9582,8253
221380,113491,301619,549556
489520,16036,205823,399264
23490,93440,110303,151115
1927740,5600,6019,6240
