steam_id,comp_main,comp_plus,comp_100
914750,10796,19872,36456
684450,64022,112179,122707
1003890,36592,41255,66824
812550,33209,50705,53737
471810,21852,28498,35113
278910,11520,32400,0
340170,84797,129392,179900
250400,36248,50611,123003
228260,46230,135444,349366
22600,37067,77781,187790
63500,17814,25841,54420
7730,47131,0,72600
41050,22806,29883,45592
436670,115945,174948,223204
1064273,26035,37843,100895
31290,9386,10503,11052
12170,49793,50395,61800
22650,20236,24107,32607
2955840,4810,7200,10800
2754380,26455,46528,54256
1677310,75833,98541,157280
1294660,7860,10800,24660
1410640,49085,51386,58115
953880,2299,0,90030
1291340,2784,3088,10078
393190,10732,10788,13104
600370,21648,28059,29978
1599340,196544,730143,2302876
384630,16182,22318,28527
13210,38238,55587,105114
420,18318,21819,31840
543870,44478,75281,130678
868520,50444,56744,74997
2821610,40797,47872,56174
2369900,98843,113445,161241
207650,14832,39847,96767
1684930,17009,24035,36839
1658290,44648,58348,71600
1453790,11517,54750,0
1331910,10075,11941,18909
1153640,47938,64918,80139
1101360,26079,39840,47070
1201270,36038,38806,44111
694280,42219,66730,199804
470220,17456,31793,64339
1173200,25781,27880,101040
846030,86940
503940,77520,266379,944053
698780,15197,21507,27795
537340,17250,21430,26818
400630,29635,41324,54348
573120,128825,178576,265547
359310,61644,73619,101454
390710,3600,22163,43572
261180,26749,41393,104500
272470,37818,59480,134567
251430,23668,25900,27377
226720,38125,55394,104972
230820,36115,50625,55085
224060,26311,33356,60081
2864560,145475,214829,308961
80310,24775,28563,39677
2763670,8778,9777,11155
1191900,6719,7941,29623
1785150,18102,48600,0
2658450,22041,26095,66995
1731070,72860,119498,213025
1279630,16978,24502,25887
739650,45066,60232,81526
905340,14326,28754,52285
765880,22137,27946,47272
433550,7553,12402,16540
534290,13454,29317,63883
637100,14565,22282,97445
351510,2475,5184,7366
251470,13648,34467,129219
3170,100452,160862,264030
801800,37759,62314,96442
57600,50332,104134,183891
850190,26669,43505,80689
1328350,43666,54469,77676
1061180,10215,13641,28831
1432860,160175,264808,579792
1338770,34740,51001,98179
1004490,19627,26669,31970
712190,59850,280608,383658
897030,2754,3463,6921
686260,30000
422810,36236,67323,110864
624690,11303,26775,49830
434650,47350,101971,240762
225160,32863,47639,55810
417290,40641,54936,69240
31220,13384,14184,14196
251530,11719,19624,37790
269710,88200,90257,126000
2288350,68583,97581,127769
1078920,0,76080,0
1108000,23813,25530,36817
668550,35205,43863,63717
716490,91077,102156,124597
1210150,36127,40810,62303
938380,19180,86267,306815
728740,22260,32182,88716
416600,39796,61464,98363
570050,5517,13793,38238
489140,14589,17301,25317
281610,37124,42844,52620
356400,27806,49888,65473
283270,38059,93294,107400
418270,9527,12701,25566
327890,10177,19941,40618
266110,9828,17346,44610
538680,212192,282759,390843
22200,13588,18409,32200
34049,104667,198588,311010
13540,29506,43675,119742
205350,21281,24915,29604
98200,85021,107688,136398
990380,19178,19443,27181
1149460,102315,130070,769320
1768280,149650,206365,274515
1570010,19298,21819,31920
939100,6041,58013,373200
1040420,53153,101732,152778
910490,0,68490,0
843260,104450,172830,380370
585420,51794,104706,224102
396350,3956,12279,38795
223100,42856,68302,115100
623940,9001,13628,16389
21030,7803,8810,10441
361280,27714,38851,93540
24880,39679,70012,150259
2210,28126,36113,40466
1473350,54003,71031,85333
39530,37082,55692,67453
2996040,32467,80781,201391
1127610,19252,32686,61912
1812090,18023,20241,21180
638070,7581,24600,0
838310,7875,17188,36820
433850,247080,499561,0
696480,7004,7930,8086
254320,32373,66283,0
330820,32774,41403,68357
493200,20612,24816,37406
252630,14187,22471,81489
227600,9499,13114,18861
31240,11052,11295,12158
6840,47784,58251,67643
58520,22050,557490,9511277
3287520,36199,44569,287555
242940,101449,114085,156622
1730700,18100,32788,60034
3028500,8490,8700,49080
1221250,21699,27285,29233
2933130,130917,169752,224141
1390190,170100,184155,226107
1449200,96101,113170,130610
976700,4136,10139,17588
640120,19636,26387,31230
504130,7503,11533,23997
674140,28578,41975,55509
404590,62321,93940,127123
276810,57285,203400,338779
366320,21753,23132,27935
31230,11298,11956,14029
64000,58018,0,282600
3146520,49295,97777,593036
21680,18037,30944,47357
1755910,1294,126000,410400
695330,22583,25553,30330
1343240,25379,38639,56457
1118240,22008,24629,27504
740080,35915,68570,219300
1144030,28193,39794,52187
914010,48162,51569,73856
392160,239127,1228364,5163876
574090,15507,38236,58343
332500,40800
313340,36173,38933,784999
105450,76619,107315,133358
809890,108406,150478,232052
249990,27775,47059,65619
41060,29280,45944,49940
207320,39064,48606,75066
58610,116400,158610,216253
4770,33104,43100,46350
31260,9466,9617,10144
31250,9140,10508,10995
25900,129136,217449,284200
2396980,212551,279935,373410
3191030,11462,32946,90999
1374840,82833,114339,133743
418530,95013,264940,599965
493520,31239,360890,1803600
583470,30376,57077,244994
290510,6708,7150,7430
340000,20056,26561,31108
368070,43654,72223,125966
246680,10018,12560,18786
214830,17398,49367,95832
94520,9041,9445,10194
2530980,126979,196552,329254
499180,15937,22802,34866
1231880,26048,32639,39292
1177980,9716,14990,24146
916840,37328,49156,83826
898650,10935,13635,22202
1051200,18261,22792,30047
434460,15897,22977,45405
559210,29336,31609,35140
420290,7669,14400,21600
1063310,10784,13295,16913
366640,62288,76475,109891
320140,9694,16522,32304
285310,55572,325539,717924
24780,56180,60870,304313
285330,69718,162000,330600
341940,13151,18727,89992
270150,71910,110008,165345
200010,22578,30120,58636
1580780,49239,60612,141499
6220,25089,34360,42100
253980,29880,44130,56396
219910,26995,30974,33531
39200,102516,148908,214148
6830,76872,118397,119520
94530,8543,9342,10012
22610,20477,25561,32702
2444750,28255,95203,283724
1796580,24952,29795,43679
1718130,15574,18650,28020
1341290,37884,40687,50979
1059990,13136,16510,22276
1388770,23358,45827,88014
235620,5030,31706,0
1171660,14791,24840,0
1676130,28459,53886,91705
301970,8603,18013,27255
1075200,16682,16926,18286
523650,9226,12172,13864
740240,10800,31807,40050
474750,14949,27016,54602
370870,12480,54000,0
224580,88200,111960,0
332800,11077,18468,40898
237850,79182,89135,129474
282900,99760,155093,243010
94400,3062,8655,23959
1930,72147,118643,239585
261510,38785,44840,56544
205650,43781,47235,48623
99700,9548,13469,25956
242980,44391,53178,58009
231140,112780
2490990,106579,154341,188307
233550,8411,9052,9447
1574240,73843,89808,125045
2071280,31569,84604,332558
1196090,26042,30942,31829
1142390,23180,26352,44248
1080750,22153,30017,38687
1118200,13938,87875,149920
906100,21145,24337,30156
924980,73608,96075,155793
611760,19790,31519,42864
851100,18507,27052,36921
460920,43247,87375,137011
437920,34848,70530,134893
322110,21512,51803,145800
274290,22576,33742,60935
259130,92186,123390,131838
94300,47340,50499,63291
32450,34564,56055,74261
202530,9162,13661,25252
225420,115980,303630,0
94500,8085,8544,9934
94510,8522,9375,9376
1934680,88179,121040,222777
2420110,180321,259289,414535
2246670,111053,149703,178782
1614440,36517,49979,64496
1832040,32272,54380,76278
1353270,5843,16859,20378
1818750,22069,209352,327045
1342620,10480,11286,32006
1146310,36394,41791,46803
1011190,17764,24802,31726
581660,15574,26874,46458
975950,15307,20257,21049
910630,29356,37503,60638
1091980,157310,220469,285478
618740,26360,55968,83567
520600,5019,29718,67985
369070,21800,30186,41997
416680,41985,54892,106290
226860,97948,133615,197780
381780,11020,29401,167054
246110,58382,76392,93345
270450,1680,0,4803
227780,41704,84476,156454
107200,107784,176180,184868
242820,4342,8253,18953
17430,40487,52977,77254
39690,55513,76525,119343
9160,22164,27571,38505
3184210,18564,21623,25564
18700,10985,15636,46135
1046400,40661,58531,76114
1404850,11428,64141,386625
1798010,140607,245317,383246
674500,29490
994220,14893,58317,203119
562500,32452,78618,198963
597220,28354,44525,74792
91700,39872,82581,185037
7110,54376,83722,126323
9350,67089,121976,167772
107310,27768,37391,49270
2008920,61316,71712,84335
1299460,37502,43724,46195
747660,36013,60480,87992
1293160,28870,32293,36084
629090,50294,64324,85599
1142100,30243,34255,54732
681730,21580,130455,0
812160,7864,10386,14588
619780,22773,44281,111882
501320,13754,29617,46767
378648,54558,101681,145849
582550,13314,20878,39543
323220,114835,161164,277746
333300,279000,360000,7200000
223810,48224,54763,55425
308040,4960,7875,13432
238430,78743,152797,0
97000,9135,18574,58481
263980,5665,7573,17407
6310,63748,75734,79860
1369760,27430,45672,141247
220860,5991,9475,12868
39190,100087,117113,169848
1347780,28046,36119,48047
2825110,10056,22560,22720
405900,165011,326085,771186
24790,82452,98430,126177
2396240,75182,104095,143420
1511950,18000,37500,39725
2066020,41712,113676,314673
979640,0,0,8250
1390350,14961,19538,28210
1042800,39826,48676,67582
805550,48330,357420,1210500
598810,2084,11742,61615
522240,25581,38679,58483
447150,7762,10904,34239
717610,10121,10365,11700
523780,8443,10405,14824
340150,34320,90600,100080
291550,171390,416967,1134583
232890,31710,143837,499798
223830,119568,189083,339825
278460,29604,38570,54472
233150,14520,20973,53096
243120,24627,32631,47378
209630,30418,31867,43560
1170760,30666,36908,40651
1668510,138110,212477,283365
72200,21039,97095,5558655
272270,90750,124438,174898
12830,41644,54963,68833
212630,37836,47720,61477
6810,56921,76546,94731
3405690,96660,261000,980940
2784470,14380,50560,64065
1801110,17272,19655,27277
2407270,65432,83604,111938
2198150,12658
1557740,3915,14400,21287
1451190,55148,67440,0
1276790,88206,129491,167961
1240210,17945,20242,22304
1142500,554,0,910
619390,67568,97532,117229
962580,73545,82846,104032
946030,30903,41494,55836
1544360,8596,9103,9258
1038300,23203,31729,38261
1127400,70913,147142,266392
732810,5084,17794,35521
629730,34829,75910,199415
780290,345606,511970,652133
453910,21600,31560,49759
1602010,37676,77943,245143
485460,34887,48864,73500
201420,32739,61932,91098
290770,12364,15055,16872
47890,189201,334431,554421
71163,8617,10754,11267
201570,17784,25070,45900
22120,18012,18430,21711
1697700,8132,17951,25067
2360,36264,38555,42812
201280,16581,21123,26168
1766740,8040,11018,13305
1037910,23783,0,26700
760650,85500,174458,212100
1449280,27177,31121,45441
703880,22793,30600,0
581320,77743,235800,1055610
1017900,115674,194861,267790
991270,217588,351517,440663
304530,58608,93932,175614
359840,25467,37297,59460
214150,35130
307670,43405,80744,109019
251060,176625,318290,0
230190,53458,107112,204883
243200,31382,34151,36127
427820,18390,22837,26681
243780,58421,129480,244640
2500,22212,25373,25620
2229880,80663,94812,101625
17340,11336
232050,314070,351000,819000
2820820,22645,36827,74564
2252570,498670,920675,1800802
723100,4020,9420,0
871980,112597,145080,268315
3156770,41024,81680,168982
373600,2355,6810,8640
272890,8940,14760,27858
569480,33149,57042,62343
247000,8294,34973,224571
214550,4829,11132,13605
252330,7606,10188,28162
246580,14104,23029,81289
218820,70879,127870,190966
44340,40771,48563,61833
6510,28922,34558,80390
12180,44738,75765,95403
2290,46473,56013,65022
4100940,20673,22197,25547
2304440,37242,43719,69920
3097560,6135,12900,14400
2239150,26651,56570,113444
1190970,50150,77525,112838
1205170,18672,47147,94224
1777620,110530,171122,234471
2055290,17988,32519,74742
1182620,13929,14608,15245
959520,0,53580,97500
716640,16350,23070,53133
753650,44487
748300,35447,45108,51786
833040,6360,57870,66732
383840,20460,36000,0
287450,71216,158760,238183
13240,37674,76818,85838
255070,15140,28942,65566
215670,4151,5631,10477
3720,96500,107901,158312
230050,4325,6605,8097
65780,78687,100512,136040
3430340,19582
3463050,2009,3718,8026
3224770,45000,269280,400230
2670630,77851,196286,387328
1451090,191746,350303,634147
1260520,23350,35201,60791
1592280,37468,57384,96369
1103730,17125,25971,36048
1368820,73688,221942,684061
751820,19152,26660,35961
870200,94260
807120,44081,70074,146263
977950,11851,30837,77018
626690,93888,189853,468261
594330,32273,43368,50004
307110,47790
846470,14548,16856,23734
617480,120024,149869,205401
351100,45490,68550,112065
359610,20314,26468,50732
313120,82539,131694,155744
354380,22111,33352,63462
248310,17268,33446,79394
7520,110738,142944,181610
294750,33904,38097,89952
214790,22333,53703,125544
231040,18969,21658,40073
40950,70964,86261,107610
219680,3762,3965,4229
47700,29957,37359,46590
2863640,17469,22433,26575
1370140,20176,27831,40880
838410,1570,0,1800
1312960,115822,187719,194037
729000,40728,40977,42817
1260320,18362,28326,386708
1045580,32805,40594,78713
1123450,33243,46234,74385
956030,22018,22399,23557
866140,14782,16409,25654
859570,3600
1079830,79916,92437,112537
862480,18199,29500,33091
469820,5961,8277,19178
494720,7956,0,54000
506610,11008,21832,42279
400110,47223,97153,199875
401680,7788,9914,38048
230270,98012,195089,1495341
261760,50970,72061,98372
263280,32344,85586,164430
259550,11563,14267,18295
275200,8813,16269,63788
224460,11766,13365,14906
700600,87302,130065,187723
206420,55040,89043,131298
21010,10481,11200,13224
1262600,46229,73567,125757
203650,9449,14585,34728
221810,16709,28021,50347
71260,9797,18809,37207
105800,33137,48420,91029
22140,11327,12790,14115
33600,25239,27992,28654
80330,10448,12042,16665
1538550,14753,17318,17472
1880620,26361,40793,76006
3107330,12858,13128,14859
2694420,21592,51482,137319
2678990,9205,11346,14645
1172710,180000,463392,1127165
1129580,108763,203476,1086674
929010,46539,56062,71750
924750,38225,49375,62535
485030,18294,22201,23396
568220,200144,375180,436191
381120,58050,100866,334680
405710,109830,237560,322903
348550,11761,60302,309186
388750,61452,91106,120114
218090,55980,115500,412200
11190,38564,39713,39815
63610,33968,43955,48920
297000,202894,297732,349054
2390,30909,44689,45240
12364,51649,73373,101104
57650,65027,73800,97200
47870,50672,74116,111771
22670,18804,22299,29148
2229850,53265,80429,113560
6800,88412,100967,110397
24810,28348,42997,72095
3527760,27973,37219,40143
33960,18880,22620,61200
3361470,7368,8060,9102
2215260,18147,23272,63747
1190000,87025,196380,389545
598780,830,0,7200
802450,19452,23275,24539
744190,12740,13320,16429
589780,14426,16477,25807
374900,24397,25979,36436
400450,15567,27029,0
249230,90585,147111,193491
274310,32414,42022,44345
266210,8210,75670,126658
20820,10263,12525,18746
93200,36746,51599,79050
1580790,40027,58349,343865
330390,111185,128905,150216
251870,10578,12960,21756
25800,225349,907500,2371521
2229870,53285,64153,82868
72000,23547,30047,33529
111800,20732,32485,80780
24420,56250,72186,85442
2873080,6771,11046,14957
1624540,8074,9889,10922
2637990,7439,8293,8348
2394650,34810,40022,47864
1139980,65365,89236,143694
970960,50993,70356,100704
966320,9227,15804,23341
823500,38231,54491,139417
1072420,198111,267929,445310
644930,242444,352628,577744
764300,26660,35079,38799
262940,40092,47302,47958
38700,21843,30987,40249
95400,22561,31715,61039
222900,14529,302400,374400
3330,19146,37373,47004
31170,11330,11894,11908
35460,21384,28066,49920
3929740,36316,44889,53177
250580,15050,24780,68400
25890,49335,251640,878180
11200,14550,16678,21940
3371240,31455,50966,55946
26500,18746,28234,52802
2337860,10980
2088840,24802,48583,85080
1622770,19492,20460,23509
1062090,82936,117138,181711
2229840,98761,108778,144941
1017180,15600,58875,210000
2721890,7759,9071,9872
351940,20214,22335,36100
455400,14285,34805,67360
434570,14992,28462,44206
448280,9114,10981,12574
252130,16422,19796,26880
326460,65138,1223748,2431800
250460,14342,31325,57282
368620,20992,30867,43764
357070,2081,5392,8966
31189,9478,10123,10639
277430,14865,20220,60201
241540,55917,81258,132896
346830,127526,167613,388082
105400,48231,92620,168785
41800,10072,22959,52249
2732960,49632,65470,86381
3862670,11840,12800,14797
65720,18000,28830,44880
2848330,44014,55012,66758
3308870,3849,4505,4690
2240620,34324,44489,96573
1859470,19223,25438,32558
1296610,15375,49667,237888
1641890,32569,37810,54600
1248130,587710,779195,969393
1136370,79062,93401,125167
898890,14166,15024,20210
1302050,8413,14773,16909
1136160,21346,22760,25651
1089090,57204,94423,144220
598550,22112,28930,74337
494430,25556,41159,67898
1086010,5639,6170,8238
469600,13965,21639,0
742120,205439,315126,440419
429470,3814,5036,5796
310060,34714,55497,99758
573320,43219,47194,55059
356040,77300,118003,118040
353640,31311,45380,69050
290790,51380,65633,82693
227200,23935,29538,31406
31199,10569,11585,11744
361670,72150,77000,117584
233740,9652,21317,67058
214970,12705,19930,33102
94600,8243,8378,8494
224420,24153,30632,58645
55040,15255,33635,91234
2933620,30620,40469,142821
774801,12268,79449,250183
1663220,25824,37249,54100
1961950,101738,149757,164790
1446650,179599,250618,324812
651670,38759,91105,214147
1092660,18545,21374,36613
257420,33377,49990,69279
1097200,15254,20297,27068
680420,58962,128863,227125
785890,7874,11197,17705
686600,3920
657200,11003,0,14400
579760,11751,12850,13997
470780,14199,15512,18919
284240,12373,13479,14683
586140,38975,73807,287422
636070,13136,26159,43822
363930,67745,162758,286080
427730,1835,8489,21731
354140,8463,13077,19007
242860,21030,64800,0
312540,44494,46653,73135
233980,66790,91577,151976
96000,12566,12971,13714
207930,18256,23428,77502
42670,25403,31261,42320
107800,19824,22549,39781
1034860,151835,197784,251092
6870,26448,32682,40385
252170,13440,15840,31945
2742830,19266,135920,482724
3062930,2478
2060160,38918,70080,144138
1654660,13841,19075,44783
2378900,13685,19674,29719
1932640,100750,193900,200816
1981610,27525,35388,51545
1119730,75230,108495,216000
1157220,139575,187418,348600
933110,77278,163376,294079
1035560,29904,30854,40227
864680,28704,41162,59093
612570,33964,42706,59849
732430,3911,5619,8031
508530,12000,18240,20483
283290,14497,16166,23034
572430,24831,33817,91070
555160,9480,61860,507145
250520,208179,384617,449070
280200,0,46800,0
202310,29631,53184,66078
251990,14667,33685,58272
41100,15170,21876,36966
207570,34669,42096,52658
33440,32665,51287,88830
2134320,5627,9436,17157
2133760,57731,76996,112701
2638370,14991,20234,59610
1426010,41908,53778,58572
699130,37268,70295,260784
1078760,72000,90200,95100
1350200,22730,35999,58402
1142080,20621,49890,161255
1196630,89458,127157,226240
1286990,42206,59005,89010
1061090,37287,108922,312675
573410,90466,0,1800000
774181,15272,30692,58272
633460,12130,50220,53520
556180,7884,18940,39000
606730,9391,18490,55470
648580,95085,115233,142465
532110,14523,16691,18419
585690,0,0,15283
452060,127244,266040,480986
397740,12037,13295,15667
327510,65167,88752,99843
243160,19428,19919,28922
388090,10574,15293,21389
268130,52048,89500,129413
378649,35490,50359,63865
300570,136464,188693,229967
376300,21168,42733,73492
246090,14400,0,24125
250700,16309,24989,55683
271900,32556,33147,36160
4550,56123,99179,139457
1206430,9005,11047,15129
808910,17609,22337,23485
7610,94212,134425,136800
218740,34123,44281,63422
1420300,29477,37124,52058
2229890,33370,37368,37841
2138720,54386,110928,174887
2909110,13523,15920,18460
2384580,121062,162518,322268
1562700,32788,40562,57796
1242980,21815,30604,54612
877810,29985,37084,40760
1289310,3821,5229,6816
737520,22335,29225,31643
1010750,39785,65839,70737
574980,15317,18330,0
545270,21042,32175,40588
384250,14979,18000,226800
465760,7858,8394,12429
368180,15666,22110,42630
320300,51608,116741,180514
331670,12231,18233,57057
748490,164845,256635,365888
208750,29490,44241,53687
275180,24290,28398,34305
245150,8508,10665,11093
243950,43799,55661,91962
31219,10762,11759,12683
203830,35769,43181,46703
7830,114503,147356,167904
92000,12847,18170,27216
561100,6503,8621,11659
9060,34024,46035,58340
1928980,94966,184410,446400
1076280,6970,8016,12840
979110,36000,69570,180000
797400,109752,229538,249931
913740,5510,21584,149564
471550,30828,40457,158232
589590,12899,16671,20955
373770,14784,16395,18665
242880,14379,19406,23258
359600,23412,28618,53352
208670,32636,37167,54963
108500,34562,45835,49062
33530,100600,124286,0
37000,88916,109127,156900
224220,11108,15007,38817
39650,45000,104400,175680
1583520,34200,43230,0
2272250,22052,33856,56307
1549690,17918,19672,25015
1898290,35795,45899,56119
1659600,35551,47450,59058
1401590,131834,286425,469626
1874490,74877,112673,154025
1261520,33274,45356,51906
1330470,44892,60251,72996
829280,18507,26628,37242
1070710,8893,22451,43134
846770,114749,198630,264403
225140,38304,65583,76913
1492680,22025,33340,46163
709440,7360,16512,0
516750,117144,202556,511680
801480,15373,16204,21263
816020,51969,85982,170072
306760,42672,54274,54399
433100,11534,14754,18778
339200,33761,41724,59147
361300,15075,21838,35614
215690,21472,28236,32592
201310,113880,219840,891000
214700,1105,1989,2520
32420,22527,35827,45218
63910,85425,226136,268901
1079800,7423,14558,24662
2799860,110658,154087,667342
314030,4546,32074,226296
730830,37356,38135,44274
245300,31401,51484,105643
63700,12015,25024,39391
500810,113486,158776,293010
3730,22630,41250,71585
1170570,29557,32307,32762
49540,25145,34252,80598
2179850,65272,109820,111877
2073250,16470,37128,83697
1820000,28800,29623,0
971160,59480,78960,109800
1069030,33066,110880,184740
656350,65201,103200,223310
1062160,39942,68400,237342
1135260,33970,41677,52594
867210,116804,182215,305897
541570,32019,38612,56804
600990,8993,9288,9788
316610,7655,11091,15454
415200,110039,389093,1142410
292500,11541,21731,56726
211260,31486,41638,62109
243930,45370,60376,76802
33520,97530,128669,412541
1058020,23780,48221,54589
204080,12071,23160,37200
8600,23596,78360,0
248550,27132,39000,70220
1175830,63680,87985,160836
205730,18795,22035,27170
227080,12118,14233,21911
94610,11684,11955,12382
94620,11328,11798,13410
38740,11799,27763,42942
200550,23040
495280,116625,265172,1612072
824600,19515,27380,44381
80340,9123,10119,17216
883360,9594,14344,19461
1761390,57003,119850,386877
628950,1653,2154,2415
680380,16252,31715,121842
400180,16715,43560,0
485450,5679,6065,18433
457210,12888,30383,141923
11390,31756,40970,49833
394970,22447,30584,46194
425220,18424,44354,74714
274350,15548,19377,25209
340050,121800,135810,0
351710,73289,131865,226810
265890,7098,7389,9698
236150,124652,170269,209530
10110,67507,0,73800
31209,11048,12575,14541
259530,2795,9115,22910
211360,9250,15582,46889
15080,20971,27971,41367
8662,4350
8400,15443,34200,39000
6300,44417,48276,53609
234900,21847,24493,34069
2162800,90659,140513,223895
3606480,18921,49392,113586
1249040,23879,27057,28930
1491410,67794,109519,152687
1345890,29417,33278,39710
2367820,6768,7387,10378
1304780,11557,18937,31132
741510,14279,20470,34689
800270,6865,28134,101815
719750,19250,21704,108720
318550,61311,97759,138509
555220,11774,14065,15190
410900,31475,36788,54000
352520,11893,12917,13183
238960,107174,399142,2847167
242110,8533,15655,49400
959000,32656,37621,42872
70650,44857,45000,50400
37420,8528,11358,11466
48240,90101,157369,753875
263300,36643,71900,127800
259170,33234,44549,55165
1718460,4271,11773,31907
3108510,11297,13999,16326
2533960,2357,5607,5720
1902690,110788,145224,224378
1622100,37559,48003,56409
949230,106263,199027,364331
1113120,97242,129645,163699
207000,59700
1333910,6849,8733,11199
1265820,38332,90503,182454
1306630,22512,31185,89661
960170,66645,159522,381833
1527950,157384,273939,527715
951940,15844,27035,37163
1198090,222189,373855,491709
336940,21000,36360,44040
588210,324000,540000,763200
578620,12288,18690,21747
543260,18233,21023,27543
373990,12576,16058,23336
311730,12852,37112,179403
1237980,26840,93077,296783
310380,7200,14400,88200
266130,40645,61922,94337
270050,8076,24885,93427
225600,900,2380,14910
232910,36961,56967,325607
249680,21951,28077,36674
230700,112451,145813,242039
2826,174315,426000,759600
37400,18655,22133,24800
8280,9138,9573,11010
441550,65895,156600,534600
3270,22041,31060,42290
217140,27088,37039,148602
33610,36594,36810,38371
2292650,11679,12516,14453
586200,27317,38966,85465
894940,106259,147222,197765
1184050,91820,120187,197760
509580,37832,54195,0
1243830,41892,93816,102763
447020,185395,383982,594330
587260,156657,209914,338061
517710,36206,73587,179105
440880,12807,14765,21468
397340,23530
363600,38129,60388,97760
257170,110340,151315,195525
446390,20214,33537,84958
247950,31065,34431,59329
224860,82800,0,218700
255220,116606,220303,445474
7510,24599,31381,39214
63660,20442,23562,29367
209120,8641,35147,192708
22340,42106,47972,60190
3747730,0,34590,0
3097300,7725,11580,11634
3145620,2873,4500,6837
2716400,41683,45658,48010
1771980,12793,15121,15603
1645820,67770,180000,216000
1701800,7415,12580,37165
2870350,52754,62654,74703
834450,3980,7300,10620
1203630,22146,25620,31628
1694600,2784,9369,21913
816090,32060,43394,101649
1150640,199526,312469,511390
878580,18631,22525,24983
1069160,60868,73692,95932
803600,190856,317914,728087
587430,11252,14502,20054
537450,43790,66317,130583
278100,15587,25440,46644
267750,82800,137183,517140
70640,14508,34934,44516
361690,51878,102170,167547
13230,52531,72999,105835
244730,2369,21536,168224
8270,7886,8013,9882
8260,10074,10256,12222
394160,2791,8569,16518
925930,27666,34664,41055
216090,21481,28809,43771
63000,27832,57330,131240
80350,10712,12456,15233
324160,199365,267154,296783
3010610,13420,16512,18714
1309950,12810,15389,16934
228400,30851,45698,275670
626153,131423,326217,636706
1959390,12895,16560,22663
780310,83884,124350,190670
1574260,17520,23729,47482
638000,27807,58500,137205
1168880,38894,62444,93797
758870,107280,300190,0
542050,26599,31686,34950
424370,62470,113619,197924
329460,11767,26709,45926
285800,12542,16501,22803
304410,19603,31956,66323
1668520,154898,241688,360679
200600,47175,52335,0
230980,55620,0,72000
609150,158561,226141,676702
214870,17198,38186,100620
210170,11623,17070,42690
216910,43533,51927,70658
230150,10050,11400,16944
104200,18977,19227,24878
1373510,25464,29278,36656
294810,34220,95939,137556
3228590,14400,78675,0
2590,18279,21090,23123
3290690,46586,110850,242219
2456740,38400,132930,0
2274620,64150,70609,78937
1154030,45163,79530,97200
2442460,34828,53444,65280
1449320,35744,36551,37734
1819450,12041,18854,26550
579720,6233,6986,8312
1227650,12873,29166,50970
1726120,23208,25639,36609
722560,30705,94180,0
686200,31095,55231,63625
691830,165600,216013,264600
287630,51161,59706,67668
530950,16232,31500,86400
553960,15416,16889,17628
421020,106724,211301,292046
436320,19286,34706,62455
337360,14078,18827,32337
388420,14494,20963,22310
315260,73800,118800,133860
258890,8727,11485,14971
269790,14893,18768,31718
204530,25318,36213,61658
241320,10096,18589,28206
81198,14212,18777,43274
253110,28926,33890,42262
19000,33758,40752,66058
8290,9320,9601,10300
200390,35397,39502,55913
253750,6000,65974,725428
15170,186459,259388,357040
45700,41338,54024,231065
204560,37422,61042,131243
638200,192000
2669320,165815,461959,1060809
3059520,22160,93739,396420
3716600,8460
1798020,221550,227903,567000
438270,34772,38670,40102
1808680,14791,15337,17487
1171320,6568,6873,7771
650510,22077,23443,42965
1506830,217855,463952,532590
1261040,37748,39980,62787
684580,0,39960,72560
559650,5700,63420,0
361230,66310,91230,118780
291860,34329,85329,814324
239140,71465,166135,290432
607890,121618,191891,704778
510620,5430,8423,21973
296970,20479,90277,334212
326520,7320,28085,0
317820,41695,64305,97967
282210,18235,70200,0
345090,41163,63000,73281
340490,174600,184890,208644
677120,70971,156242,332978
3620,16865,40500,57854
233840,29063,52283,64620
24720,35568,97293,183311
209790,7635,14126,21277
24840,19983,28789,49477
111900,4440,34200,72000
2752180,44906,55727,62356
65610,7875,14631,18502
44320,50987,81420,144810
3191050,9537,14520,15537
2106670,9900,0,200840
2185060,174010,244372,349965
2585830,45892,63081,79976
2279330,3600,9923,25460
2296990,7242,8760,11163
1148760,43029,90316,367224
613900,1200
515960,22446,25206,29366
1058650,3252
1271100,71456,107263,136636
456670,79927,155251,384318
755500,42625,72623,117330
633130,72000,108000,148800
553640,9238,11560,19553
441830,73219,93820,160917
385760,121066,245949,980568
365770,25073,28598,29615
264690,17700,21896,288000
306020,61695,225728,794517
577940,8771,98800,1203122
274250,14000,28804,51777
325090,20064,38509,87492
207420,15760,23085,60537
98100,2594,3563,5888
455910,28832,34740,43709
8300,10387,10418,12988
8230,8228,8404,9809
253920,36586,47655,52027
12770,43581,48354,58217
29720,270188,492674,3219214
3199650,100800,180000,189275
2508780,180273,320873,571131
2088570,19751,124863,229340
2073850,27772,135739,1714656
1454730,11910,12944,38640
1494810,17190,21600,47140
1747760,26885,32399,37332
1730680,32461,39994,51650
1764390,4576,5343,6598
1601580,41006,76325,236683
1443200,3561,7048,13127
2667120,24289,25779,53187
1234940,8820,66744,105480
1393820,21399,46168,97402
1206060,7401,8066,8808
1345820,11485,36000,66420
1058200,52440,275940,1148400
960420,19450,22289,22480
1062140,38648,52101,71070
583950,4140
570460,7788,144000,0
382560,26104,58886,78410
711660,7481,8318,9379
